Time,Location,LMP
2022-08-01 04:00:00-07:00,ALTA1G_7_B1,77.24823
2022-08-01 04:00:00-07:00,BIGCRK3_2_B1,77.51989
2022-08-01 04:00:00-07:00,C493GEN_7_N003,75.27078
2022-08-01 04:00:00-07:00,CUYAMAGN_7_N001,78.80533
2022-08-01 04:00:00-07:00,IBM-CTLE_1_N002,76.32099
2022-08-01 04:00:00-07:00,JESSUP_1_GN001,73.24638
2022-08-01 04:00:00-07:00,KANAKAJT_1_B1,85.71864
2022-08-01 04:00:00-07:00,KEARNY_7_GNU1N,77.499
2022-08-01 04:00:00-07:00,LBEACH1G_7_N001,76.38881
2022-08-01 04:00:00-07:00,MECCTG2_7_B2,75.95267
2022-08-01 04:00:00-07:00,MILPITAS_1_N001,77.26139
2022-08-01 04:00:00-07:00,REDMGEN_7_N003,75.89771
2022-08-01 04:00:00-07:00,RENFRO_1_N001,79.3774
2022-08-01 04:00:00-07:00,SHELL3_7_B2,76.14859
2022-08-01 04:00:00-07:00,SPIJCT_6_B1,82.85821
2022-08-01 04:00:00-07:00,TOT210S1_7_N002,73.23848
2022-08-01 04:00:00-07:00,TULLOCH_7_B2,76.83038
2022-08-01 04:00:00-07:00,VACA-DIX_1_B1,74.1476
2022-08-01 04:00:00-07:00,WISE1_7_B1,77.62295
2022-08-01 05:00:00-07:00,ALTA1G_7_B1,81.94937
2022-08-01 05:00:00-07:00,BIGCRK3_2_B1,82.25934
2022-08-01 05:00:00-07:00,C493GEN_7_N003,79.99841
2022-08-01 05:00:00-07:00,CUYAMAGN_7_N001,83.78763
2022-08-01 05:00:00-07:00,IBM-CTLE_1_N002,80.92717
2022-08-01 05:00:00-07:00,JESSUP_1_GN001,77.81507
2022-08-01 05:00:00-07:00,KANAKAJT_1_B1,88.51629
2022-08-01 05:00:00-07:00,KEARNY_7_GNU1N,82.05746
2022-08-01 05:00:00-07:00,LBEACH1G_7_N001,81.23963
2022-08-01 05:00:00-07:00,MECCTG2_7_B2,80.51975
2022-08-01 05:00:00-07:00,MILPITAS_1_N001,82.05797
2022-08-01 05:00:00-07:00,REDMGEN_7_N003,80.94561
2022-08-01 05:00:00-07:00,RENFRO_1_N001,83.90404
2022-08-01 05:00:00-07:00,SHELL3_7_B2,80.76087
2022-08-01 05:00:00-07:00,SPIJCT_6_B1,86.83174
2022-08-01 05:00:00-07:00,TOT210S1_7_N002,77.84789
2022-08-01 05:00:00-07:00,TULLOCH_7_B2,82.43213
2022-08-01 05:00:00-07:00,VACA-DIX_1_B1,78.66385
2022-08-01 05:00:00-07:00,WISE1_7_B1,81.98403
2022-08-01 06:00:00-07:00,ALTA1G_7_B1,100.91276
2022-08-01 06:00:00-07:00,BIGCRK3_2_B1,101.85398
2022-08-01 06:00:00-07:00,C493GEN_7_N003,99.3851
2022-08-01 06:00:00-07:00,CUYAMAGN_7_N001,98.35927
2022-08-01 06:00:00-07:00,IBM-CTLE_1_N002,97.31069
2022-08-01 06:00:00-07:00,JESSUP_1_GN001,94.51444
2022-08-01 06:00:00-07:00,KANAKAJT_1_B1,114.10124
2022-08-01 06:00:00-07:00,KEARNY_7_GNU1N,101.87239
2022-08-01 06:00:00-07:00,LBEACH1G_7_N001,100.83278
2022-08-01 06:00:00-07:00,MECCTG2_7_B2,96.77439
2022-08-01 06:00:00-07:00,MILPITAS_1_N001,98.99956
2022-08-01 06:00:00-07:00,REDMGEN_7_N003,100.06526
2022-08-01 06:00:00-07:00,RENFRO_1_N001,100.13482
2022-08-01 06:00:00-07:00,SHELL3_7_B2,95.74475
2022-08-01 06:00:00-07:00,SPIJCT_6_B1,109.45082
2022-08-01 06:00:00-07:00,TOT210S1_7_N002,96.93735
2022-08-01 06:00:00-07:00,TULLOCH_7_B2,98.58832
2022-08-01 06:00:00-07:00,VACA-DIX_1_B1,95.11927
2022-08-01 06:00:00-07:00,WISE1_7_B1,99.70455
2022-08-01 07:00:00-07:00,ALTA1G_7_B1,80.45716
2022-08-01 07:00:00-07:00,BIGCRK3_2_B1,81.53121
2022-08-01 07:00:00-07:00,C493GEN_7_N003,79.07623
2022-08-01 07:00:00-07:00,CUYAMAGN_7_N001,76.73431
2022-08-01 07:00:00-07:00,IBM-CTLE_1_N002,79.31042
2022-08-01 07:00:00-07:00,JESSUP_1_GN001,77.3319
2022-08-01 07:00:00-07:00,KANAKAJT_1_B1,113.38743
2022-08-01 07:00:00-07:00,KEARNY_7_GNU1N,81.39393
2022-08-01 07:00:00-07:00,LBEACH1G_7_N001,80.82056
2022-08-01 07:00:00-07:00,MECCTG2_7_B2,78.84204
2022-08-01 07:00:00-07:00,MILPITAS_1_N001,81.03052
2022-08-01 07:00:00-07:00,REDMGEN_7_N003,79.93224
2022-08-01 07:00:00-07:00,RENFRO_1_N001,78.05063
2022-08-01 07:00:00-07:00,SHELL3_7_B2,80.52984
2022-08-01 07:00:00-07:00,SPIJCT_6_B1,102.02777
2022-08-01 07:00:00-07:00,TOT210S1_7_N002,76.20939
2022-08-01 07:00:00-07:00,TULLOCH_7_B2,80.23104
2022-08-01 07:00:00-07:00,VACA-DIX_1_B1,77.80029
2022-08-01 07:00:00-07:00,WISE1_7_B1,85.31786
2022-08-01 08:00:00-07:00,ALTA1G_7_B1,73.70269
2022-08-01 08:00:00-07:00,BIGCRK3_2_B1,75.32154
2022-08-01 08:00:00-07:00,C493GEN_7_N003,72.78085
2022-08-01 08:00:00-07:00,CUYAMAGN_7_N001,70.10524
2022-08-01 08:00:00-07:00,IBM-CTLE_1_N002,73.8376
2022-08-01 08:00:00-07:00,JESSUP_1_GN001,71.79155
2022-08-01 08:00:00-07:00,KANAKAJT_1_B1,146.51657
2022-08-01 08:00:00-07:00,KEARNY_7_GNU1N,75.22411
2022-08-01 08:00:00-07:00,LBEACH1G_7_N001,75.04424
2022-08-01 08:00:00-07:00,MECCTG2_7_B2,73.38791
2022-08-01 08:00:00-07:00,MILPITAS_1_N001,75.58386
2022-08-01 08:00:00-07:00,REDMGEN_7_N003,72.45857
2022-08-01 08:00:00-07:00,RENFRO_1_N001,71.68662
2022-08-01 08:00:00-07:00,SHELL3_7_B2,75.17165
2022-08-01 08:00:00-07:00,SPIJCT_6_B1,119.31938
2022-08-01 08:00:00-07:00,TOT210S1_7_N002,69.49818
2022-08-01 08:00:00-07:00,TULLOCH_7_B2,74.69199
2022-08-01 08:00:00-07:00,VACA-DIX_1_B1,72.37613
2022-08-01 08:00:00-07:00,WISE1_7_B1,84.83559
2022-08-01 09:00:00-07:00,ALTA1G_7_B1,73.36784
2022-08-01 09:00:00-07:00,BIGCRK3_2_B1,76.03699
2022-08-01 09:00:00-07:00,C493GEN_7_N003,72.76224
2022-08-01 09:00:00-07:00,CUYAMAGN_7_N001,69.10618
2022-08-01 09:00:00-07:00,IBM-CTLE_1_N002,73.00149
2022-08-01 09:00:00-07:00,JESSUP_1_GN001,70.71365
2022-08-01 09:00:00-07:00,KANAKAJT_1_B1,145.12396
2022-08-01 09:00:00-07:00,KEARNY_7_GNU1N,75.73045
2022-08-01 09:00:00-07:00,LBEACH1G_7_N001,75.68559
2022-08-01 09:00:00-07:00,MECCTG2_7_B2,72.53794
2022-08-01 09:00:00-07:00,MILPITAS_1_N001,74.53419
2022-08-01 09:00:00-07:00,REDMGEN_7_N003,72.24635
2022-08-01 09:00:00-07:00,RENFRO_1_N001,71.08
2022-08-01 09:00:00-07:00,SHELL3_7_B2,74.41457
2022-08-01 09:00:00-07:00,SPIJCT_6_B1,117.98205
2022-08-01 09:00:00-07:00,TOT210S1_7_N002,69.21086
2022-08-01 09:00:00-07:00,TULLOCH_7_B2,73.92859
2022-08-01 09:00:00-07:00,VACA-DIX_1_B1,71.46879
2022-08-01 09:00:00-07:00,WISE1_7_B1,84.09792
2022-08-01 10:00:00-07:00,ALTA1G_7_B1,73.80823
2022-08-01 10:00:00-07:00,BIGCRK3_2_B1,77.13668
2022-08-01 10:00:00-07:00,C493GEN_7_N003,72.90047
2022-08-01 10:00:00-07:00,CUYAMAGN_7_N001,69.79141
2022-08-01 10:00:00-07:00,IBM-CTLE_1_N002,74.40584
2022-08-01 10:00:00-07:00,JESSUP_1_GN001,71.90194
2022-08-01 10:00:00-07:00,KANAKAJT_1_B1,113.60916
2022-08-01 10:00:00-07:00,KEARNY_7_GNU1N,75.72965
2022-08-01 10:00:00-07:00,LBEACH1G_7_N001,76.52394
2022-08-01 10:00:00-07:00,MECCTG2_7_B2,73.89144
2022-08-01 10:00:00-07:00,MILPITAS_1_N001,76.04737
2022-08-01 10:00:00-07:00,REDMGEN_7_N003,72.54494
2022-08-01 10:00:00-07:00,RENFRO_1_N001,71.5464
2022-08-01 10:00:00-07:00,SHELL3_7_B2,75.99441
2022-08-01 10:00:00-07:00,SPIJCT_6_B1,101.40901
2022-08-01 10:00:00-07:00,TOT210S1_7_N002,69.64768
2022-08-01 10:00:00-07:00,TULLOCH_7_B2,75.48002
2022-08-01 10:00:00-07:00,VACA-DIX_1_B1,72.67354
2022-08-01 10:00:00-07:00,WISE1_7_B1,80.71312
2022-08-01 11:00:00-07:00,ALTA1G_7_B1,76.41483
2022-08-01 11:00:00-07:00,BIGCRK3_2_B1,76.41483
2022-08-01 11:00:00-07:00,C493GEN_7_N003,74.20738
2022-08-01 11:00:00-07:00,CUYAMAGN_7_N001,76.41483
2022-08-01 11:00:00-07:00,IBM-CTLE_1_N002,76.41483
2022-08-01 11:00:00-07:00,JESSUP_1_GN001,76.41483
2022-08-01 11:00:00-07:00,KANAKAJT_1_B1,138.50623
2022-08-01 11:00:00-07:00,KEARNY_7_GNU1N,72.9862
2022-08-01 11:00:00-07:00,LBEACH1G_7_N001,76.41483
2022-08-01 11:00:00-07:00,MECCTG2_7_B2,76.41483
2022-08-01 11:00:00-07:00,MILPITAS_1_N001,76.41483
2022-08-01 11:00:00-07:00,REDMGEN_7_N003,76.41483
2022-08-01 11:00:00-07:00,RENFRO_1_N001,76.41483
2022-08-01 11:00:00-07:00,SHELL3_7_B2,76.41483
2022-08-01 11:00:00-07:00,SPIJCT_6_B1,113.81079
2022-08-01 11:00:00-07:00,TOT210S1_7_N002,76.26989
2022-08-01 11:00:00-07:00,TULLOCH_7_B2,76.41483
2022-08-01 11:00:00-07:00,VACA-DIX_1_B1,76.41483
2022-08-01 11:00:00-07:00,WISE1_7_B1,85.11703
2022-08-01 12:00:00-07:00,ALTA1G_7_B1,83.7149
2022-08-01 12:00:00-07:00,BIGCRK3_2_B1,83.7149
2022-08-01 12:00:00-07:00,C493GEN_7_N003,75.50867
2022-08-01 12:00:00-07:00,CUYAMAGN_7_N001,83.7149
2022-08-01 12:00:00-07:00,IBM-CTLE_1_N002,83.7149
2022-08-01 12:00:00-07:00,JESSUP_1_GN001,83.7149
2022-08-01 12:00:00-07:00,KANAKAJT_1_B1,229.5
2022-08-01 12:00:00-07:00,KEARNY_7_GNU1N,70.82647
2022-08-01 12:00:00-07:00,LBEACH1G_7_N001,83.7149
2022-08-01 12:00:00-07:00,MECCTG2_7_B2,83.7149
2022-08-01 12:00:00-07:00,MILPITAS_1_N001,83.7149
2022-08-01 12:00:00-07:00,REDMGEN_7_N003,83.7149
2022-08-01 12:00:00-07:00,RENFRO_1_N001,83.7149
2022-08-01 12:00:00-07:00,SHELL3_7_B2,83.7149
2022-08-01 12:00:00-07:00,SPIJCT_6_B1,90.79072
2022-08-01 12:00:00-07:00,TOT210S1_7_N002,83.17608
2022-08-01 12:00:00-07:00,TULLOCH_7_B2,83.7149
2022-08-01 12:00:00-07:00,VACA-DIX_1_B1,83.7149
2022-08-01 12:00:00-07:00,WISE1_7_B1,104.1469
2022-08-01 13:00:00-07:00,ALTA1G_7_B1,90.11692
2022-08-01 13:00:00-07:00,BIGCRK3_2_B1,90.11692
2022-08-01 13:00:00-07:00,C493GEN_7_N003,80.69778
2022-08-01 13:00:00-07:00,CUYAMAGN_7_N001,87.94132
2022-08-01 13:00:00-07:00,IBM-CTLE_1_N002,90.11692
2022-08-01 13:00:00-07:00,JESSUP_1_GN001,90.11692
2022-08-01 13:00:00-07:00,KANAKAJT_1_B1,220.0
2022-08-01 13:00:00-07:00,KEARNY_7_GNU1N,75.32353
2022-08-01 13:00:00-07:00,LBEACH1G_7_N001,90.11692
2022-08-01 13:00:00-07:00,MECCTG2_7_B2,90.11692
2022-08-01 13:00:00-07:00,MILPITAS_1_N001,90.11692
2022-08-01 13:00:00-07:00,REDMGEN_7_N003,90.11692
2022-08-01 13:00:00-07:00,RENFRO_1_N001,90.11692
2022-08-01 13:00:00-07:00,SHELL3_7_B2,90.11692
2022-08-01 13:00:00-07:00,SPIJCT_6_B1,172.99551
2022-08-01 13:00:00-07:00,TOT210S1_7_N002,89.49845
2022-08-01 13:00:00-07:00,TULLOCH_7_B2,90.11692
2022-08-01 13:00:00-07:00,VACA-DIX_1_B1,90.11692
2022-08-01 13:00:00-07:00,WISE1_7_B1,95.87629
2022-08-01 14:00:00-07:00,ALTA1G_7_B1,92.99882
2022-08-01 14:00:00-07:00,BIGCRK3_2_B1,92.99746
2022-08-01 14:00:00-07:00,C493GEN_7_N003,89.04595
2022-08-01 14:00:00-07:00,CUYAMAGN_7_N001,92.91121
2022-08-01 14:00:00-07:00,IBM-CTLE_1_N002,92.91915
2022-08-01 14:00:00-07:00,JESSUP_1_GN001,92.92304
2022-08-01 14:00:00-07:00,KANAKAJT_1_B1,264.03604
2022-08-01 14:00:00-07:00,KEARNY_7_GNU1N,87.99766
2022-08-01 14:00:00-07:00,LBEACH1G_7_N001,93.00085
2022-08-01 14:00:00-07:00,MECCTG2_7_B2,92.91899
2022-08-01 14:00:00-07:00,MILPITAS_1_N001,92.91949
2022-08-01 14:00:00-07:00,REDMGEN_7_N003,92.9951
2022-08-01 14:00:00-07:00,RENFRO_1_N001,92.91121
2022-08-01 14:00:00-07:00,SHELL3_7_B2,92.92
2022-08-01 14:00:00-07:00,SPIJCT_6_B1,303.6203
2022-08-01 14:00:00-07:00,TOT210S1_7_N002,92.73535
2022-08-01 14:00:00-07:00,TULLOCH_7_B2,92.92034
2022-08-01 14:00:00-07:00,VACA-DIX_1_B1,92.92068
2022-08-01 14:00:00-07:00,WISE1_7_B1,47.78192
2022-08-01 15:00:00-07:00,ALTA1G_7_B1,104.31313
2022-08-01 15:00:00-07:00,BIGCRK3_2_B1,104.09415
2022-08-01 15:00:00-07:00,C493GEN_7_N003,99.16544
2022-08-01 15:00:00-07:00,CUYAMAGN_7_N001,90.10651
2022-08-01 15:00:00-07:00,IBM-CTLE_1_N002,91.39305
2022-08-01 15:00:00-07:00,JESSUP_1_GN001,92.05
2022-08-01 15:00:00-07:00,KANAKAJT_1_B1,458.0
2022-08-01 15:00:00-07:00,KEARNY_7_GNU1N,102.12479
2022-08-01 15:00:00-07:00,LBEACH1G_7_N001,104.64161
2022-08-01 15:00:00-07:00,MECCTG2_7_B2,91.36567
2022-08-01 15:00:00-07:00,MILPITAS_1_N001,91.44779
2022-08-01 15:00:00-07:00,REDMGEN_7_N003,103.68355
2022-08-01 15:00:00-07:00,RENFRO_1_N001,90.10651
2022-08-01 15:00:00-07:00,SHELL3_7_B2,91.55728
2022-08-01 15:00:00-07:00,SPIJCT_6_B1,327.57086
2022-08-01 15:00:00-07:00,TOT210S1_7_N002,103.31885
2022-08-01 15:00:00-07:00,TULLOCH_7_B2,91.88827
2022-08-01 15:00:00-07:00,VACA-DIX_1_B1,91.6394
2022-08-01 15:00:00-07:00,WISE1_7_B1,73.93379
2022-08-01 16:00:00-07:00,ALTA1G_7_B1,101.83885
2022-08-01 16:00:00-07:00,BIGCRK3_2_B1,101.76608
2022-08-01 16:00:00-07:00,C493GEN_7_N003,101.42278
2022-08-01 16:00:00-07:00,CUYAMAGN_7_N001,76.97416
2022-08-01 16:00:00-07:00,IBM-CTLE_1_N002,97.55468
2022-08-01 16:00:00-07:00,JESSUP_1_GN001,97.76389
2022-08-01 16:00:00-07:00,KANAKAJT_1_B1,182.75873
2022-08-01 16:00:00-07:00,KEARNY_7_GNU1N,107.58466
2022-08-01 16:00:00-07:00,LBEACH1G_7_N001,101.948
2022-08-01 16:00:00-07:00,MECCTG2_7_B2,97.54559
2022-08-01 16:00:00-07:00,MILPITAS_1_N001,97.57288
2022-08-01 16:00:00-07:00,REDMGEN_7_N003,101.63874
2022-08-01 16:00:00-07:00,RENFRO_1_N001,97.12718
2022-08-01 16:00:00-07:00,SHELL3_7_B2,97.60016
2022-08-01 16:00:00-07:00,SPIJCT_6_B1,343.5991
2022-08-01 16:00:00-07:00,TOT210S1_7_N002,101.59873
2022-08-01 16:00:00-07:00,TULLOCH_7_B2,130.01776
2022-08-01 16:00:00-07:00,VACA-DIX_1_B1,97.63655
2022-08-01 16:00:00-07:00,WISE1_7_B1,87.35689
2022-08-01 17:00:00-07:00,ALTA1G_7_B1,116.26418
2022-08-01 17:00:00-07:00,BIGCRK3_2_B1,116.26418
2022-08-01 17:00:00-07:00,C493GEN_7_N003,116.26418
2022-08-01 17:00:00-07:00,CUYAMAGN_7_N001,116.26418
2022-08-01 17:00:00-07:00,IBM-CTLE_1_N002,116.26418
2022-08-01 17:00:00-07:00,JESSUP_1_GN001,116.26418
2022-08-01 17:00:00-07:00,KANAKAJT_1_B1,618.0
2022-08-01 17:00:00-07:00,KEARNY_7_GNU1N,119.49652
2022-08-01 17:00:00-07:00,LBEACH1G_7_N001,116.26418
2022-08-01 17:00:00-07:00,MECCTG2_7_B2,116.26418
2022-08-01 17:00:00-07:00,MILPITAS_1_N001,116.26418
2022-08-01 17:00:00-07:00,REDMGEN_7_N003,116.26418
2022-08-01 17:00:00-07:00,RENFRO_1_N001,116.26418
2022-08-01 17:00:00-07:00,SHELL3_7_B2,116.26418
2022-08-01 17:00:00-07:00,SPIJCT_6_B1,417.68723
2022-08-01 17:00:00-07:00,TOT210S1_7_N002,116.26418
2022-08-01 17:00:00-07:00,TULLOCH_7_B2,129.44768
2022-08-01 17:00:00-07:00,VACA-DIX_1_B1,116.26418
2022-08-01 17:00:00-07:00,WISE1_7_B1,118.75701
2022-08-01 18:00:00-07:00,ALTA1G_7_B1,129.67249
2022-08-01 18:00:00-07:00,BIGCRK3_2_B1,129.5239
2022-08-01 18:00:00-07:00,C493GEN_7_N003,129.43102
2022-08-01 18:00:00-07:00,CUYAMAGN_7_N001,120.03231
2022-08-01 18:00:00-07:00,IBM-CTLE_1_N002,120.90531
2022-08-01 18:00:00-07:00,JESSUP_1_GN001,121.3511
2022-08-01 18:00:00-07:00,KANAKAJT_1_B1,654.0002
2022-08-01 18:00:00-07:00,KEARNY_7_GNU1N,133.15047
2022-08-01 18:00:00-07:00,LBEACH1G_7_N001,129.89539
2022-08-01 18:00:00-07:00,MECCTG2_7_B2,120.88673
2022-08-01 18:00:00-07:00,MILPITAS_1_N001,120.94246
2022-08-01 18:00:00-07:00,REDMGEN_7_N003,129.24527
2022-08-01 18:00:00-07:00,RENFRO_1_N001,120.03231
2022-08-01 18:00:00-07:00,SHELL3_7_B2,120.99818
2022-08-01 18:00:00-07:00,SPIJCT_6_B1,431.28174
2022-08-01 18:00:00-07:00,TOT210S1_7_N002,129.20811
2022-08-01 18:00:00-07:00,TULLOCH_7_B2,133.07565
2022-08-01 18:00:00-07:00,VACA-DIX_1_B1,121.07248
2022-08-01 18:00:00-07:00,WISE1_7_B1,231.13129
2022-08-01 19:00:00-07:00,ALTA1G_7_B1,156.92188
2022-08-01 19:00:00-07:00,BIGCRK3_2_B1,156.90865
2022-08-01 19:00:00-07:00,C493GEN_7_N003,156.90038
2022-08-01 19:00:00-07:00,CUYAMAGN_7_N001,150.91756
2022-08-01 19:00:00-07:00,IBM-CTLE_1_N002,156.1412
2022-08-01 19:00:00-07:00,JESSUP_1_GN001,156.1809
2022-08-01 19:00:00-07:00,KANAKAJT_1_B1,789.0469
2022-08-01 19:00:00-07:00,KEARNY_7_GNU1N,156.9103
2022-08-01 19:00:00-07:00,LBEACH1G_7_N001,156.94173
2022-08-01 19:00:00-07:00,MECCTG2_7_B2,156.13956
2022-08-01 19:00:00-07:00,MILPITAS_1_N001,156.14452
2022-08-01 19:00:00-07:00,REDMGEN_7_N003,156.88383
2022-08-01 19:00:00-07:00,RENFRO_1_N001,156.06348
2022-08-01 19:00:00-07:00,SHELL3_7_B2,156.14948
2022-08-01 19:00:00-07:00,SPIJCT_6_B1,550.40894
2022-08-01 19:00:00-07:00,TOT210S1_7_N002,156.88052
2022-08-01 19:00:00-07:00,TULLOCH_7_B2,156.50426
2022-08-01 19:00:00-07:00,VACA-DIX_1_B1,156.1561
2022-08-01 19:00:00-07:00,WISE1_7_B1,278.40027
2022-08-01 20:00:00-07:00,ALTA1G_7_B1,128.1284
2022-08-01 20:00:00-07:00,BIGCRK3_2_B1,128.1284
2022-08-01 20:00:00-07:00,C493GEN_7_N003,128.1284
2022-08-01 20:00:00-07:00,CUYAMAGN_7_N001,128.1284
2022-08-01 20:00:00-07:00,IBM-CTLE_1_N002,128.1284
2022-08-01 20:00:00-07:00,JESSUP_1_GN001,128.1284
2022-08-01 20:00:00-07:00,KANAKAJT_1_B1,587.25397
2022-08-01 20:00:00-07:00,KEARNY_7_GNU1N,128.1284
2022-08-01 20:00:00-07:00,LBEACH1G_7_N001,128.1284
2022-08-01 20:00:00-07:00,MECCTG2_7_B2,128.1284
2022-08-01 20:00:00-07:00,MILPITAS_1_N001,128.1284
2022-08-01 20:00:00-07:00,REDMGEN_7_N003,128.1284
2022-08-01 20:00:00-07:00,RENFRO_1_N001,128.1284
2022-08-01 20:00:00-07:00,SHELL3_7_B2,128.1284
2022-08-01 20:00:00-07:00,SPIJCT_6_B1,397.2086
2022-08-01 20:00:00-07:00,TOT210S1_7_N002,128.1284
2022-08-01 20:00:00-07:00,TULLOCH_7_B2,132.39107
2022-08-01 20:00:00-07:00,VACA-DIX_1_B1,128.1284
2022-08-01 20:00:00-07:00,WISE1_7_B1,215.9344
2022-08-01 21:00:00-07:00,ALTA1G_7_B1,119.33
2022-08-01 21:00:00-07:00,BIGCRK3_2_B1,119.33
2022-08-01 21:00:00-07:00,C493GEN_7_N003,119.33
2022-08-01 21:00:00-07:00,CUYAMAGN_7_N001,119.33
2022-08-01 21:00:00-07:00,IBM-CTLE_1_N002,117.25
2022-08-01 21:00:00-07:00,JESSUP_1_GN001,116.834
2022-08-01 21:00:00-07:00,KANAKAJT_1_B1,423.0
2022-08-01 21:00:00-07:00,KEARNY_7_GNU1N,119.33
2022-08-01 21:00:00-07:00,LBEACH1G_7_N001,119.33
